tokenId,currentBidder,currentBid
2669,,
2680,,
2540,,
41,,
2670,,
2232,,
2675,,
2676,,
2605,,
2636,,
2588,,
2576,,
2587,,
2563,,
2681,,
2682,,
2679,,
2683,,
2671,,
2686,,
2687,,
2642,,
2689,,
2773,,
2691,,
127,,
2695,,
2688,,
2573,,
2701,,
2702,,
2698,,
2699,,
589,,
582,,
2466,,
570,,
2703,,
2696,,
2694,,
705,,
2697,,
688,,
1936,,
2770,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.35
2705,,
2704,,
2706,,
2774,,
2707,,
2708,,
2709,,
2700,,
2720,,
2265,,
2712,,
2711,,
2713,,
2714,,
2715,,
2716,,
2717,,
2718,,
2719,,
2460,,
2721,,
2692,,
2722,,
2776,,
2725,,
2777,,
2778,,
2726,,
2727,,
2647,,
2729,,
2728,,
2723,,
2730,,
2731,,
2690,,
2406,,
2733,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,,
2710,,
2742,,
2743,,
2744,,
2745,,
2746,,
2748,,
2749,,
2750,,
2751,,
2752,,
2753,,
2754,,
2755,,
2756,,
2757,,
2648,,
2734,985c0a74b9783022e4ad5c75279d2acab9dae96d,0.012
2758,,
2759,,
2760,,
2761,,
2764,,
2765,,
2763,,
2762,,
166,,
2732,576a655161b5502dcf40602be1f3519a89b71658,0.01
2425,,
2724,,
2612,576a655161b5502dcf40602be1f3519a89b71658,0.01
2766,,
2768,,
2769,,
2771,,
2747,,
2772,,
2767,baba92b7822a56c05554ab5d1bc1d0b7e212499d,0.4
2782,,
2781,,
2780,,
2779,,
2783,,
2784,,
2775,335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,0.25
2785,,
2693,,
